a,q,delta e,cd
0.218041996,1.461222884,-0.15,0.047654469
0.218647862,1.461809234,-0.15,0.0477651
0.219253326,1.462389623,-0.15,0.047875657
0.219858384,1.462964061,-0.15,0.047986141
0.220463034,1.463532555,-0.15,0.04809655
0.22106727,1.464095115,-0.15,0.048206884
0.221671089,1.464651749,-0.15,0.048317141
0.222274487,1.465202467,-0.15,0.048427321
0.22287746,1.465747277,-0.15,0.048537424
0.223480004,1.466286189,-0.15,0.048647449
0.224082114,1.466819211,-0.15,0.048757394
0.224683788,1.467346353,-0.15,0.04886726
0.225285021,1.467867623,-0.15,0.048977045
0.225885809,1.468383031,-0.15,0.049086749
0.226486149,1.468892585,-0.15,0.049196371
0.227086037,1.469396296,-0.15,0.04930591
0.227685468,1.469894171,-0.15,0.049415366
0.228284439,1.470386221,-0.15,0.049524739
0.228882947,1.470872454,-0.15,0.049634026
0.229480987,1.47135288,-0.15,0.049743228
0.230078555,1.471827508,-0.15,0.049852344
0.230675649,1.472296347,-0.15,0.049961373
0.231272263,1.472759407,-0.15,0.050070315
0.231868395,1.473216697,-0.15,0.050179169
0.232464041,1.473668227,-0.15,0.050287934
0.233059197,1.474114005,-0.15,0.050396609
0.233653859,1.474554041,-0.15,0.050505195
0.234248024,1.474988345,-0.15,0.050613689
0.234841688,1.475416927,-0.15,0.050722092
0.235434847,1.475839795,-0.15,0.050830403
0.236027498,1.476256959,-0.15,0.050938621
0.236619637,1.476668429,-0.15,0.051046746
0.237211261,1.477074215,-0.15,0.051154776
0.237802366,1.477474325,-0.15,0.051262712
0.238392948,1.47786877,-0.15,0.051370552
0.238983004,1.478257559,-0.15,0.051478297
0.239572531,1.478640702,-0.15,0.051585944
0.240161524,1.479018209,-0.15,0.051693494
0.240749981,1.479390089,-0.15,0.051800946
0.241337897,1.479756353,-0.15,0.0519083
0.24192527,1.480117009,-0.15,0.052015554
0.242512096,1.480472068,-0.15,0.052122709
0.243098371,1.480821539,-0.15,0.052229763
0.243684092,1.481165433,-0.15,0.052336715
0.244269256,1.481503759,-0.15,0.052443566
0.244853859,1.481836527,-0.15,0.052550315
0.245437898,1.482163747,-0.15,0.05265696
0.24602137,1.482485428,-0.15,0.052763502
0.24660427,1.482801582,-0.15,0.05286994
0.247186597,1.483112218,-0.15,0.052976273
0.247768346,1.483417345,-0.15,0.0530825
0.248349513,1.483716975,-0.15,0.053188621
0.248930097,1.484011116,-0.15,0.053294636
0.249510093,1.484299779,-0.15,0.053400543
0.250089499,1.484582974,-0.15,0.053506343
0.250668311,1.484860712,-0.15,0.053612034
0.251246525,1.485133002,-0.15,0.053717615
0.251824139,1.485399854,-0.15,0.053823088
0.252401149,1.485661278,-0.15,0.05392845
0.252977552,1.485917286,-0.15,0.054033701
0.253553346,1.486167886,-0.15,0.054138841
0.254128526,1.486413089,-0.15,0.054243869
0.25470309,1.486652906,-0.15,0.054348784
0.255277034,1.486887347,-0.15,0.054453586
0.255850355,1.487116422,-0.15,0.054558275
0.256423051,1.48734014,-0.15,0.054662849
0.256995118,1.487558514,-0.15,0.054767309
0.257566553,1.487771552,-0.15,0.054871653
0.258137353,1.487979266,-0.15,0.054975881
0.258707515,1.488181665,-0.15,0.055079992
0.259277036,1.488378761,-0.15,0.055183987
0.259845913,1.488570562,-0.15,0.055287864
0.260414143,1.488757081,-0.15,0.055391623
0.260981723,1.488938327,-0.15,0.055495263
0.261548649,1.489114311,-0.15,0.055598783
0.262114919,1.489285043,-0.15,0.055702184
0.262680531,1.489450534,-0.15,0.055805465
0.26324548,1.489610795,-0.15,0.055908625
0.263809765,1.489765835,-0.15,0.056011663
0.264373382,1.489915666,-0.15,0.056114579
0.264936328,1.490060297,-0.15,0.056217373
0.2654986,1.490199741,-0.15,0.056320044
0.266060196,1.490334006,-0.15,0.056422592
0.266621113,1.490463104,-0.15,0.056525015
0.267181347,1.490587046,-0.15,0.056627314
0.267740897,1.490705842,-0.15,0.056729488
0.268299759,1.490819503,-0.15,0.056831536
0.26885793,1.490928039,-0.15,0.056933458
0.269415408,1.491031461,-0.15,0.057035253
0.26997219,1.491129781,-0.15,0.057136922
0.270528272,1.491223008,-0.15,0.057238463
0.271083654,1.491311153,-0.15,0.057339875
0.27163833,1.491394227,-0.15,0.057441159
0.2721923,1.491472242,-0.15,0.057542314
0.27274556,1.491545207,-0.15,0.057643339
0.273298108,1.491613134,-0.15,0.057744234
0.27384994,1.491676033,-0.15,0.057844999
0.274401054,1.491733916,-0.15,0.057945633
0.274951448,1.491786792,-0.15,0.058046134
0.275501119,1.491834674,-0.15,0.058146504
0.276050065,1.491877571,-0.15,0.058246742
0.276598282,1.491915495,-0.15,0.058346846
0.277145768,1.491948457,-0.15,0.058446817
0.27769252,1.491976467,-0.15,0.058546654
0.278238537,1.491999537,-0.15,0.058646357
0.278783815,1.492017678,-0.15,0.058745925
0.279328352,1.492030899,-0.15,0.058845357
0.279872145,1.492039214,-0.15,0.058944654
0.280415192,1.492042632,-0.15,0.059043814
0.280957491,1.492041164,-0.15,0.059142838
0.281499038,1.492034822,-0.15,0.059241724
0.282039832,1.492023616,-0.15,0.059340473
0.28257987,1.492007558,-0.15,0.059439084
0.283119149,1.491986658,-0.15,0.059537557
0.283657667,1.491960928,-0.15,0.05963589
0.284195422,1.491930379,-0.15,0.059734084
0.284732412,1.491895022,-0.15,0.059832138
0.285268633,1.491854868,-0.15,0.059930052
0.285804084,1.491809927,-0.15,0.060027826
0.286338762,1.491760212,-0.15,0.060125458
0.286872664,1.491705734,-0.15,0.060222949
0.28740579,1.491646503,-0.15,0.060320297
0.287938135,1.49158253,-0.15,0.060417503
0.288469699,1.491513828,-0.15,0.060514567
0.289000477,1.491440407,-0.15,0.060611487
0.28953047,1.491362277,-0.15,0.060708264
0.290059673,1.491279452,-0.15,0.060804896
0.290588085,1.491191941,-0.15,0.060901384
0.291115704,1.491099756,-0.15,0.060997728
0.291642527,1.491002908,-0.15,0.061093925
0.292168552,1.490901408,-0.15,0.061189978
0.292693777,1.490795269,-0.15,0.061285884
0.2932182,1.4906845,-0.15,0.061381643
0.293741818,1.490569113,-0.15,0.061477256
0.29426463,1.49044912,-0.15,0.061572721
0.294786633,1.490324532,-0.15,0.061668039
0.295307825,1.490195359,-0.15,0.061763209
0.295828205,1.490061615,-0.15,0.06185823
0.296347769,1.489923309,-0.15,0.061953103
0.296866516,1.489780453,-0.15,0.062047826
0.297384443,1.489633058,-0.15,0.062142399
0.29790155,1.489481137,-0.15,0.062236823
0.298417833,1.4893247,-0.15,0.062331096
0.298933291,1.489163758,-0.15,0.062425219
0.299447921,1.488998323,-0.15,0.06251919
0.299961722,1.488828406,-0.15,0.06261301
0.300474691,1.488654019,-0.15,0.062706679
0.300986827,1.488475174,-0.15,0.062800195
0.301498127,1.488291881,-0.15,0.062893558
0.30200859,1.488104151,-0.15,0.062986769
0.302518214,1.487911998,-0.15,0.063079826
0.303026997,1.487715431,-0.15,0.06317273
0.303534936,1.487514462,-0.15,0.063265479
0.304042031,1.487309103,-0.15,0.063358075
0.304548278,1.487099365,-0.15,0.063450516
0.305053676,1.48688526,-0.15,0.063542801
0.305558224,1.486666799,-0.15,0.063634932
0.306061919,1.486443993,-0.15,0.063726906
0.30656476,1.486216855,-0.15,0.063818725
0.307066744,1.485985395,-0.15,0.063910388
0.307567871,1.485749626,-0.15,0.064001893
0.308068137,1.485509558,-0.15,0.064093242
0.308567542,1.485265202,-0.15,0.064184433
0.309066083,1.485016572,-0.15,0.064275467
0.309563759,1.484763678,-0.15,0.064366342
0.310060568,1.484506531,-0.15,0.06445706
0.310556508,1.484245144,-0.15,0.064547618
0.311051578,1.483979527,-0.15,0.064638018
0.311545776,1.483709693,-0.15,0.064728259
0.312039099,1.483435652,-0.15,0.06481834
0.312531547,1.483157417,-0.15,0.064908261
0.313023118,1.482874999,-0.15,0.064998021
0.31351381,1.482588409,-0.15,0.065087622
0.314003621,1.482297659,-0.15,0.065177061
0.31449255,1.482002761,-0.15,0.06526634
0.314980595,1.481703726,-0.15,0.065355457
0.315467755,1.481400567,-0.15,0.065444412
0.315954027,1.481093293,-0.15,0.065533205
0.316439411,1.480781918,-0.15,0.065621836
0.316923904,1.480466452,-0.15,0.065710305
0.317407506,1.480146907,-0.15,0.065798611
0.317890214,1.479823295,-0.15,0.065886753
0.318372027,1.479495628,-0.15,0.065974732
0.318852943,1.479163917,-0.15,0.066062547
0.319332962,1.478828173,-0.15,0.066150199
0.319812081,1.478488409,-0.15,0.066237686
0.320290299,1.478144635,-0.15,0.066325009
0.320767615,1.477796864,-0.15,0.066412166
0.321244026,1.477445107,-0.15,0.066499159
0.321719532,1.477089376,-0.15,0.066585987
0.322194131,1.476729683,-0.15,0.066672648
0.322667822,1.476366038,-0.15,0.066759144
0.323140603,1.475998454,-0.15,0.066845474
0.323612473,1.475626943,-0.15,0.066931638
0.32408343,1.475251515,-0.15,0.067017634
0.324553473,1.474872184,-0.15,0.067103464
0.325022601,1.474488959,-0.15,0.067189127
0.325490812,1.474101854,-0.15,0.067274622
0.325958106,1.473710879,-0.15,0.06735995
0.326424479,1.473316046,-0.15,0.06744511
0.326889932,1.472917367,-0.15,0.067530102
0.327354463,1.472514854,-0.15,0.067614925
0.327818071,1.472108518,-0.15,0.06769958
0.328280753,1.471698371,-0.15,0.067784066
0.32874251,1.471284425,-0.15,0.067868382
0.32920334,1.470866691,-0.15,0.06795253
0.329663241,1.470445181,-0.15,0.068036508
0.330122213,1.470019906,-0.15,0.068120316
0.330580253,1.469590879,-0.15,0.068203954
0.331037361,1.46915811,-0.15,0.068287422
0.331493536,1.468721613,-0.15,0.06837072
0.331948777,1.468281397,-0.15,0.068453847
0.332403081,1.467837475,-0.15,0.068536803
0.332856449,1.467389859,-0.15,0.068619588
0.333308878,1.466938561,-0.15,0.068702201
0.333760368,1.466483591,-0.15,0.068784643
0.334210918,1.466024962,-0.15,0.068866914
0.334660526,1.465562685,-0.15,0.068949012
0.335109191,1.465096772,-0.15,0.069030938
0.335556912,1.464627235,-0.15,0.069112692
0.336003689,1.464154085,-0.15,0.069194274
0.336449519,1.463677334,-0.15,0.069275682
0.336894403,1.463196994,-0.15,0.069356918
0.337338338,1.462713076,-0.15,0.069437981
0.337781325,1.462225592,-0.15,0.06951887
0.33822336,1.461734554,-0.15,0.069599586
0.338664445,1.461239973,-0.15,0.069680128
0.339104577,1.460741861,-0.15,0.069760496
0.339543756,1.46024023,-0.15,0.06984069
0.339981981,1.459735091,-0.15,0.06992071
0.340419251,1.459226456,-0.15,0.070000555
0.340855564,1.458714337,-0.15,0.070080226
0.34129092,1.458198745,-0.15,0.070159722
0.341725318,1.457679692,-0.15,0.070239043
0.342158756,1.45715719,-0.15,0.070318189
0.342591235,1.45663125,-0.15,0.070397159
0.343022752,1.456101884,-0.15,0.070475955
0.343453308,1.455569104,-0.15,0.070554574
0.343882901,1.455032921,-0.15,0.070633018
0.34431153,1.454493347,-0.15,0.070711285
0.344739195,1.453950393,-0.15,0.070789377
0.345165894,1.453404071,-0.15,0.070867292
0.345591627,1.452854394,-0.15,0.070945031
0.346016393,1.452301372,-0.15,0.071022593
0.346440191,1.451745017,-0.15,0.071099979
0.34686302,1.45118534,-0.15,0.071177187
0.347284879,1.450622354,-0.15,0.071254219
0.347705768,1.45005607,-0.15,0.071331073
0.348125686,1.4494865,-0.15,0.07140775
0.348544632,1.448913655,-0.15,0.07148425
0.348962605,1.448337546,-0.15,0.071560572
0.349379605,1.447758187,-0.15,0.071636716
0.34979563,1.447175587,-0.15,0.071712682
0.350210681,1.446589759,-0.15,0.07178847
0.350624755,1.446000714,-0.15,0.07186408
0.351037854,1.445408464,-0.15,0.071939512
0.351449975,1.44481302,-0.15,0.072014765
0.351861118,1.444214395,-0.15,0.07208984
0.352271283,1.443612599,-0.15,0.072164736
0.352680468,1.443007644,-0.15,0.072239453
0.353088674,1.442399543,-0.15,0.072313992
0.353495899,1.441788305,-0.15,0.072388351
0.353902143,1.441173944,-0.15,0.072462531
0.354307405,1.44055647,-0.15,0.072536532
0.354711684,1.439935895,-0.15,0.072610354
0.355114981,1.439312231,-0.15,0.072683995
0.355517294,1.438685489,-0.15,0.072757458
0.355918622,1.43805568,-0.15,0.07283074
0.356318966,1.437422817,-0.15,0.072903843
0.356718325,1.436786911,-0.15,0.072976766
0.357116697,1.436147973,-0.15,0.073049509
0.357514083,1.435506015,-0.15,0.073122072
0.357910482,1.434861048,-0.15,0.073194454
0.358305893,1.434213084,-0.15,0.073266656
0.358700316,1.433562135,-0.15,0.073338678
0.35909375,1.432908211,-0.15,0.073410519
0.359486195,1.432251325,-0.15,0.073482179
0.359877651,1.431591488,-0.15,0.073553659
0.360268116,1.430928711,-0.15,0.073624958
0.360657591,1.430263006,-0.15,0.073696076
0.361046075,1.429594385,-0.15,0.073767013
0.361433567,1.428922858,-0.15,0.073837769
0.361820068,1.428248437,-0.15,0.073908344
0.362205575,1.427571134,-0.15,0.073978738
0.36259009,1.426890961,-0.15,0.074048951
0.362973612,1.426207928,-0.15,0.074118982
0.36335614,1.425522047,-0.15,0.074188831
0.363737674,1.42483333,-0.15,0.074258499
0.364118214,1.424141787,-0.15,0.074327986
0.364497759,1.423447431,-0.15,0.074397291
0.364876308,1.422750273,-0.15,0.074466414
0.365253862,1.422050324,-0.15,0.074535355
0.365630421,1.421347595,-0.15,0.074604115
0.366005983,1.420642098,-0.15,0.074672692
0.366380548,1.419933845,-0.15,0.074741088
0.366754116,1.419222846,-0.15,0.074809302
0.367126688,1.418509114,-0.15,0.074877333
0.367498261,1.417792659,-0.15,0.074945183
0.367868837,1.417073492,-0.15,0.07501285
0.368238415,1.416351626,-0.15,0.075080335
0.368606995,1.415627071,-0.15,0.075147637
0.368974576,1.414899839,-0.15,0.075214758
0.369341158,1.414169942,-0.15,0.075281695
0.369706741,1.413437389,-0.15,0.075348451
0.370071325,1.412702194,-0.15,0.075415024
0.370434909,1.411964366,-0.15,0.075481414
0.370797493,1.411223918,-0.15,0.075547622
0.371159077,1.410480861,-0.15,0.075613647
0.371519661,1.409735205,-0.15,0.07567949
0.371879245,1.408986963,-0.15,0.07574515
0.372237828,1.408236145,-0.15,0.075810627
0.37259541,1.407482763,-0.15,0.075875922
0.372951992,1.406726827,-0.15,0.075941034
0.373307572,1.40596835,-0.15,0.076005963
0.373662151,1.405207343,-0.15,0.076070709
0.374015729,1.404443815,-0.15,0.076135272
0.374368305,1.40367778,-0.15,0.076199653
0.37471988,1.402909248,-0.15,0.07626385
0.375070453,1.40213823,-0.15,0.076327865
0.375420024,1.401364737,-0.15,0.076391696
0.375768594,1.400588781,-0.15,0.076455345
0.376116161,1.399810373,-0.15,0.076518811
0.376462726,1.399029523,-0.15,0.076582094
0.376808289,1.398246244,-0.15,0.076645194
0.37715285,1.397460546,-0.15,0.07670811
0.377496409,1.39667244,-0.15,0.076770844
0.377838966,1.395881937,-0.15,0.076833395
0.37818052,1.395089049,-0.15,0.076895763
0.378521071,1.394293787,-0.15,0.076957948
0.378860621,1.393496161,-0.15,0.077019949
0.379199168,1.392696183,-0.15,0.077081768
0.379536713,1.391893864,-0.15,0.077143404
0.379873255,1.391089215,-0.15,0.077204856
0.380208795,1.390282246,-0.15,0.077266126
0.380543333,1.38947297,-0.15,0.077327213
0.380876869,1.388661397,-0.15,0.077388116
0.381209402,1.387847538,-0.15,0.077448837
0.381540933,1.387031404,-0.15,0.077509374
0.381871462,1.386213005,-0.15,0.077569729
0.382200989,1.385392354,-0.15,0.077629901
0.382529515,1.384569461,-0.15,0.077689889
0.382857038,1.383744337,-0.15,0.077749695
0.383183559,1.382916993,-0.15,0.077809318
0.383509079,1.38208744,-0.15,0.077868758
0.383833598,1.381255688,-0.15,0.077928015
0.384157114,1.38042175,-0.15,0.077987089
0.38447963,1.379585634,-0.15,0.07804598
0.384801144,1.378747354,-0.15,0.078104689
0.385121658,1.377906919,-0.15,0.078163215
0.38544117,1.37706434,-0.15,0.078221558
0.385759682,1.376219628,-0.15,0.078279718
0.386077193,1.375372795,-0.15,0.078337695
0.386393704,1.37452385,-0.15,0.07839549
0.386709215,1.373672805,-0.15,0.078453103
0.387023726,1.372819671,-0.15,0.078510532
0.387337236,1.371964458,-0.15,0.078567779
0.387649748,1.371107177,-0.15,0.078624844
0.38796126,1.370247839,-0.15,0.078681726
0.388271772,1.369386455,-0.15,0.078738426
0.388581286,1.368523035,-0.15,0.078794943
0.388889801,1.367657591,-0.15,0.078851278
0.389197318,1.366790132,-0.15,0.07890743
0.389503837,1.365920671,-0.15,0.078963401
0.389809357,1.365049217,-0.15,0.079019189
0.39011388,1.36417578,-0.15,0.079074795
0.390417406,1.363300373,-0.15,0.079130218
0.390719934,1.362423006,-0.15,0.07918546
0.391021466,1.361543688,-0.15,0.07924052
0.391322001,1.360662432,-0.15,0.079295397
0.39162154,1.359779247,-0.15,0.079350093
0.391920083,1.358894144,-0.15,0.079404607
0.392217631,1.358007133,-0.15,0.079458939
0.392514183,1.357118227,-0.15,0.07951309
0.392809741,1.356227434,-0.15,0.079567059
0.393104304,1.355334766,-0.15,0.079620846
0.393397873,1.354440233,-0.15,0.079674452
0.393690448,1.353543845,-0.15,0.079727876
0.393982029,1.352645614,-0.15,0.079781118
0.394272617,1.35174555,-0.15,0.07983418
0.394562213,1.350843663,-0.15,0.07988706
0.394850816,1.349939964,-0.15,0.079939759
0.395138428,1.349034463,-0.15,0.079992277
0.395425048,1.348127171,-0.15,0.080044614
0.395710676,1.347218098,-0.15,0.08009677
0.395995315,1.346307255,-0.15,0.080148744
0.396278962,1.345394652,-0.15,0.080200539
0.39656162,1.3444803,-0.15,0.080252152
0.396843289,1.343564208,-0.15,0.080303585
0.397123969,1.342646389,-0.15,0.080354837
0.39740366,1.341726851,-0.15,0.080405908
0.397682363,1.340805605,-0.15,0.080456799
0.397960079,1.339882661,-0.15,0.08050751
0.398236807,1.338958031,-0.15,0.080558041
0.398512549,1.338031724,-0.15,0.080608391
0.398787305,1.33710375,-0.15,0.080658562
0.399061075,1.336174121,-0.15,0.080708552
0.39933386,1.335242845,-0.15,0.080758363
0.39960566,1.334309934,-0.15,0.080807994
0.399876476,1.333375398,-0.15,0.080857445
0.400146309,1.332439247,-0.15,0.080906716
0.400415159,1.331501491,-0.15,0.080955808
0.400683026,1.33056214,-0.15,0.08100472
0.400949911,1.329621205,-0.15,0.081053454
0.401215814,1.328678696,-0.15,0.081102008
0.401480737,1.327734624,-0.15,0.081150383
0.40174468,1.326788997,-0.15,0.081198579
0.402007643,1.325841827,-0.15,0.081246596
0.402269626,1.324893123,-0.15,0.081294434
0.402530631,1.323942896,-0.15,0.081342093
0.402790658,1.322991156,-0.15,0.081389574
0.403049708,1.322037912,-0.15,0.081436877
0.403307781,1.321083176,-0.15,0.081484001
0.403564877,1.320126957,-0.15,0.081530947
0.403820999,1.319169264,-0.15,0.081577714
0.404076145,1.318210109,-0.15,0.081624304
0.404330316,1.317249501,-0.15,0.081670716
0.404583515,1.316287451,-0.15,0.08171695
0.40483574,1.315323967,-0.15,0.081763006
0.405086992,1.314359061,-0.15,0.081808885
0.405337273,1.313392742,-0.15,0.081854586
0.405586583,1.31242502,-0.15,0.08190011
0.405834923,1.311455905,-0.15,0.081945457
0.406082292,1.310485407,-0.15,0.081990627
0.406328693,1.309513536,-0.15,0.082035619
0.406574125,1.308540302,-0.15,0.082080435
0.40681859,1.307565714,-0.15,0.082125074
0.407062087,1.306589783,-0.15,0.082169537
0.407304619,1.305612519,-0.15,0.082213823
0.407546184,1.30463393,-0.15,0.082257933
0.407786785,1.303654028,-0.15,0.082301867
0.408026422,1.302672821,-0.15,0.082345625
0.408265095,1.30169032,-0.15,0.082389206
0.408502805,1.300706535,-0.15,0.082432612
0.408739554,1.299721475,-0.15,0.082475843
0.408975341,1.298735149,-0.15,0.082518897
0.409210168,1.297747569,-0.15,0.082561777
0.409444035,1.296758743,-0.15,0.082604481
0.409676943,1.29576868,-0.15,0.08264701
0.409908894,1.294777392,-0.15,0.082689364
0.410139886,1.293784887,-0.15,0.082731543
0.410369922,1.292791175,-0.15,0.082773548
0.410599002,1.291796266,-0.15,0.082815378
0.410827128,1.290800169,-0.15,0.082857034
0.411054299,1.289802894,-0.15,0.082898515
0.411280516,1.288804451,-0.15,0.082939822
0.411505781,1.287804849,-0.15,0.082980956
0.411730094,1.286804097,-0.15,0.083021915
0.411953456,1.285802206,-0.15,0.083062701
0.412175868,1.284799184,-0.15,0.083103314
0.412397331,1.283795042,-0.15,0.083143753
0.412617845,1.282789788,-0.15,0.083184018
0.412837411,1.281783433,-0.15,0.083224111
0.413056031,1.280775985,-0.15,0.083264031
0.413273704,1.279767455,-0.15,0.083303778
